Id,Project Id,Armour Type,Armour Slope [v:h],Armour Density [kg/m3],Armour Mass [kg],Water Density [kg/m3],Offshore Significant Wave Height [m],Offshore Bed Elevation [m Datum],Average slope between offshore wave location and in front of Section [v:h],Significant Wave Height at Toe [m],Bed Elevation at Toe [m Datum],Peak Wave Period [s],Number of Waves [-],Crest Level [m Datum],Water Level [ m Datum],Notional Permeability [-],Damage [%]
1867,10,ROCK,1:04,2682.6,120,1020,1.172432357,-7.888527215, 1:1000,1.172432357,-7.888527215,9.73452275,1000,98.60659019,0,0.1,11.24
1868,10,ROCK,1:04,2682.6,120,1020,0.861821598,-7.888527215, 1:1000,0.861821598,-7.888527215,9.828727809,1000,98.60659019,0,0.1,3.62
1869,10,ROCK,1:04,2682.6,120,1020,0.710953515,-7.888527215, 1:1000,0.710953515,-7.888527215,9.954334554,1000,98.60659019,0,0.1,1.15
1870,10,ROCK,1:04,2682.6,120,1020,1.007759352,-7.888527215, 1:1000,1.007759352,-7.888527215,9.954334554,1000,98.60659019,0,0.1,5.23
1871,10,ROCK,1:04,2682.6,120,1020,1.116226601,-7.888527215, 1:1000,1.116226601,-7.888527215,11.43021381,1000,98.60659019,0,0.1,9.26
1872,10,ROCK,1:04,2682.6,120,1020,0.854919137,-7.888527215, 1:1000,0.854919137,-7.888527215,11.43021381,1000,98.60659019,0,0.1,2.45
1873,10,ROCK,1:04,2682.6,120,1020,0.751382217,-7.888527215, 1:1000,0.751382217,-7.888527215,11.43021381,1000,98.60659019,0,0.1,1.33
1874,10,ROCK,1:04,2682.6,120,1020,0.98409377,-7.888527215, 1:1000,0.98409377,-7.888527215,11.43021381,1000,98.60659019,0,0.1,4.71
1875,10,ROCK,1:04,2682.6,120,1020,1.215819257,-7.888527215, 1:1000,1.215819257,-7.888527215,11.43021381,1000,98.60659019,0,0.1,14.72
1876,10,ROCK,1:04,2682.6,120,1020,1.824221918,-7.888527215, 1:1000,1.824221918,-7.888527215,5.746508591,1000,98.60659019,0,0.1,10.34
1877,10,ROCK,1:04,2682.6,120,1020,1.923814575,-7.888527215, 1:1000,1.923814575,-7.888527215,5.715106905,1000,98.60659019,0,0.1,11.14
1878,10,ROCK,1:04,2682.6,120,1020,1.526430016,-7.888527215, 1:1000,1.526430016,-7.888527215,4.678851257,1000,98.60659019,0,0.1,3.81
1879,10,ROCK,1:04,2682.6,120,1020,1.610245618,-7.888527215, 1:1000,1.610245618,-7.888527215,4.710252944,1000,98.60659019,0,0.1,4.91
1880,10,ROCK,1:04,2682.6,120,1020,1.723643196,-7.888527215, 1:1000,1.723643196,-7.888527215,4.647449571,1000,98.60659019,0,0.1,5.51
1881,10,ROCK,1:04,2682.6,120,1020,1.880427675,-7.888527215, 1:1000,1.880427675,-7.888527215,4.773056316,1000,98.60659019,0,0.1,8.4
1882,10,ROCK,1:04,2667.3,119.3155894,1020,1.146794644,-7.888527215, 1:1000,1.146794644,-7.888527215,7.662011455,1000,98.60659019,0,0.1,4.04
1883,10,ROCK,1:04,2667.3,119.3155894,1020,1.319356177,-7.888527215, 1:1000,1.319356177,-7.888527215,7.944626631,1000,98.60659019,0,0.1,8.23
1884,10,ROCK,1:04,2667.3,119.3155894,1020,0.977191309,-7.888527215, 1:1000,0.977191309,-7.888527215,7.850421573,1000,98.60659019,0,0.1,3.16
1885,10,ROCK,1:04,2667.3,119.3155894,1020,0.685315802,-7.888527215, 1:1000,0.685315802,-7.888527215,7.944626631,1000,98.60659019,0,0.1,1.5
1886,10,ROCK,1:04,2667.3,119.3155894,1020,1.551081664,-7.888527215, 1:1000,1.551081664,-7.888527215,7.944626631,1000,98.60659019,0,0.1,16.17
1887,10,ROCK,1:04,2667.3,119.3155894,1020,1.173418423,-7.888527215, 1:1000,1.173418423,-7.888527215,11.02199189,1000,98.60659019,0,0.1,7.42
1888,10,ROCK,1:04,2667.3,119.3155894,1020,0.818434699,-7.888527215, 1:1000,0.818434699,-7.888527215,11.02199189,1000,98.60659019,0,0.1,1.53
1889,10,ROCK,1:04,2667.3,119.3155894,1020,1.068895438,-7.888527215, 1:1000,1.068895438,-7.888527215,11.02199189,1000,98.60659019,0,0.1,6.01
1890,10,ROCK,1:04,2667.3,119.3155894,1020,0.951553595,-7.888527215, 1:1000,0.951553595,-7.888527215,11.02199189,1000,98.60659019,0,0.1,3.55
1891,10,ROCK,1:04,2667.3,119.3155894,1020,1.376547999,-7.888527215, 1:1000,1.376547999,-7.888527215,11.02199189,1000,98.60659019,0,0.1,15.34
1892,10,ROCK,1:04,2667.3,119.3155894,1020,1.197084005,-7.888527215, 1:1000,1.197084005,-7.888527215,4.459039453,1000,98.60659019,0,0.1,1.69
1893,10,ROCK,1:04,2667.3,119.3155894,1020,1.697019417,-7.888527215, 1:1000,1.697019417,-7.888527215,4.678851257,1000,98.60659019,0,0.1,5.06
1894,10,ROCK,1:04,2667.3,119.3155894,1020,1.947480156,-7.888527215, 1:1000,1.947480156,-7.888527215,4.678851257,1000,98.60659019,0,0.1,7.26
1895,10,ROCK,1:04,2667.3,119.3155894,1020,1.460363601,-7.888527215, 1:1000,1.460363601,-7.888527215,4.459039453,1000,98.60659019,0,0.1,4.45
1896,10,ROCK,1:04,2667.3,119.3155894,1020,1.314425847,-7.888527215, 1:1000,1.314425847,-7.888527215,4.459039453,1000,98.60659019,0,0.1,2.47
1897,10,ROCK,1:04,2667.3,119.3155894,1020,1.499806237,-7.888527215, 1:1000,1.499806237,-7.888527215,6.154730513,1000,98.60659019,0,0.1,8.01
1898,10,ROCK,1:04,2667.3,119.3155894,1020,1.151724973,-7.888527215, 1:1000,1.151724973,-7.888527215,6.029123768,1000,98.60659019,0,0.1,3.42
1899,10,ROCK,1:04,2667.3,119.3155894,1020,0.871682257,-7.888527215, 1:1000,0.871682257,-7.888527215,6.154730513,1000,98.60659019,0,0.1,1.09
1900,10,ROCK,1:04,2667.3,119.3155894,1020,1.337105363,-7.888527215, 1:1000,1.337105363,-7.888527215,6.09192714,1000,98.60659019,0,0.1,5.06
1901,10,ROCK,1:04,2667.3,119.3155894,1020,1.778862887,-7.888527215, 1:1000,1.778862887,-7.888527215,6.154730513,1000,98.60659019,0,0.1,13.84
1902,10,ROCK,1:04,2667.3,119.3155894,1020,1.511639028,-7.888527215, 1:1000,1.511639028,-7.888527215,6.154730513,1000,98.60659019,0,0.1,3.73
1903,10,ROCK,1:04,2667.3,119.3155894,1020,1.780835019,-7.888527215, 1:1000,1.780835019,-7.888527215,6.280337258,1000,98.60659019,0,0.1,3.6
1904,10,ROCK,1:04,2667.3,119.3155894,1020,1.521499687,-7.888527215, 1:1000,1.521499687,-7.888527215,6.280337258,1000,98.60659019,0,0.1,6.64
1905,10,ROCK,1:04,2667.3,119.3155894,1020,1.507694764,-7.888527215, 1:1000,1.507694764,-7.888527215,6.154730513,1000,98.60659019,0,0.1,7.5
1906,10,ROCK,1:04,2667.3,119.3155894,1020,1.510652962,-7.888527215, 1:1000,1.510652962,-7.888527215,6.154730513,1000,98.60659019,0,0.1,6.64
1907,10,ROCK,1:06,2682.6,120,1020,1.685186626,-7.888527215, 1:1000,1.685186626,-7.888527215,7.944626631,1000,98.60659019,0,0.1,3.29
1908,10,ROCK,1:06,2682.6,120,1020,2.241327795,-7.888527215, 1:1000,2.241327795,-7.888527215,7.850421573,1000,98.60659019,0,0.1,10.86
1909,10,ROCK,1:06,2682.6,120,1020,1.122142996,-7.888527215, 1:1000,1.122142996,-7.888527215,7.944626631,1000,98.60659019,0,0.1,1.03
1910,10,ROCK,1:06,2682.6,120,1020,1.981992463,-7.888527215, 1:1000,1.981992463,-7.888527215,7.944626631,1000,98.60659019,0,0.1,7.49
1911,10,ROCK,1:06,2682.6,120,1020,2.537147565,-7.888527215, 1:1000,2.537147565,-7.888527215,8.03883169,1000,98.60659019,0,0.1,15.06
1912,10,ROCK,1:06,2682.6,120,1020,1.738434185,-7.888527215, 1:1000,1.738434185,-7.888527215,9.671719377,1000,98.60659019,0,0.1,12.41
1913,10,ROCK,1:06,2682.6,120,1020,1.150738907,-7.888527215, 1:1000,1.150738907,-7.888527215,9.671719377,1000,98.60659019,0,0.1,3.57
1914,10,ROCK,1:06,2682.6,120,1020,1.478112787,-7.888527215, 1:1000,1.478112787,-7.888527215,9.671719377,1000,98.60659019,0,0.1,6.33
1915,10,ROCK,1:06,2682.6,120,1020,0.826323226,-7.888527215, 1:1000,0.826323226,-7.888527215,9.671719377,1000,98.60659019,0,0.1,0.8
1916,10,ROCK,1:06,2682.6,120,1020,1.988894924,-7.888527215, 1:1000,1.988894924,-7.888527215,9.954334554,1000,98.60659019,0,0.1,14.52
1917,10,ROCK,1:06,2682.6,120,1020,1.501778369,-7.888527215, 1:1000,1.501778369,-7.888527215,12.30946103,1000,98.60659019,0,0.1,15.13
1918,10,ROCK,1:06,2682.6,120,1020,0.894361773,-7.888527215, 1:1000,0.894361773,-7.888527215,12.08964922,1000,98.60659019,0,0.1,4.04
1919,10,ROCK,1:06,2682.6,120,1020,0.675455143,-7.888527215, 1:1000,0.675455143,-7.888527215,12.08964922,1000,98.60659019,0,0.1,1.59
1920,10,ROCK,1:06,2682.6,120,1020,1.119184799,-7.888527215, 1:1000,1.119184799,-7.888527215,12.08964922,1000,98.60659019,0,0.1,4
1921,10,ROCK,1:06,2682.6,120,1020,1.30653732,-7.888527215, 1:1000,1.30653732,-7.888527215,11.83843573,1000,98.60659019,0,0.1,7.96
1922,10,ROCK,1:06,2682.6,120,1020,2.314296672,-7.888527215, 1:1000,2.314296672,-7.888527215,6.751362552,1000,98.60659019,0,0.1,10.66
1923,10,ROCK,1:06,2682.6,120,1020,1.767030096,-7.888527215, 1:1000,1.767030096,-7.888527215,6.751362552,1000,98.60659019,0,0.1,6.17
1924,10,ROCK,1:06,2682.6,120,1020,1.190181544,-7.888527215, 1:1000,1.190181544,-7.888527215,6.814165925,1000,98.60659019,0,0.1,2.62
1925,10,ROCK,1:06,2682.6,120,1020,1.478112787,-7.888527215, 1:1000,1.478112787,-7.888527215,6.751362552,1000,98.60659019,0,0.1,5.25
1926,10,ROCK,1:06,2682.6,120,1020,2.490802468,-7.888527215, 1:1000,2.490802468,-7.888527215,6.814165925,1000,98.60659019,0,0.1,11.66
1927,10,ROCK,1:06,2682.6,120,1020,1.888316202,-7.888527215, 1:1000,1.888316202,-7.888527215,5.620901846,1000,98.60659019,0,0.1,6.81
1928,10,ROCK,1:06,2682.6,120,1020,2.090459712,-7.888527215, 1:1000,2.090459712,-7.888527215,5.809311964,1000,98.60659019,0,0.1,4.66
1929,10,ROCK,1:06,2682.6,120,1020,2.406986866,-7.888527215, 1:1000,2.406986866,-7.888527215,6.029123768,1000,98.60659019,0,0.1,9.68
1930,10,ROCK,1:06,2682.6,120,1020,1.497834105,-7.888527215, 1:1000,1.497834105,-7.888527215,4.647449571,1000,98.60659019,0,0.1,1.54
1931,10,ROCK,1:06,2682.6,120,1020,1.759141569,-7.888527215, 1:1000,1.759141569,-7.888527215,4.835859689,1000,98.60659019,0,0.1,2.5
1932,10,ROCK,1:06,2682.6,120,1020,2.054961339,-7.888527215, 1:1000,2.054961339,-7.888527215,4.898663061,1000,98.60659019,0,0.1,4.37
1933,10,ROCK,1:06,2682.6,120,1020,1.903107191,-7.888527215, 1:1000,1.903107191,-7.888527215,5.746508591,1000,98.60659019,0,0.1,4.07
1934,10,ROCK,1:03,2667.3,119.3155894,1020,0.932818343,-7.888527215, 1:1000,0.932818343,-7.888527215,7.944626631,1000,98.60659019,0,0.5,0.43
1935,10,ROCK,1:03,2667.3,119.3155894,1020,1.029452802,-7.888527215, 1:1000,1.029452802,-7.888527215,7.944626631,1000,98.60659019,0,0.5,1.64
1936,10,ROCK,1:03,2667.3,119.3155894,1020,1.196097939,-7.888527215, 1:1000,1.196097939,-7.888527215,7.944626631,1000,98.60659019,0,0.5,3.09
1937,10,ROCK,1:03,2667.3,119.3155894,1020,1.415990635,-7.888527215, 1:1000,1.415990635,-7.888527215,7.944626631,1000,98.60659019,0,0.5,6.01
1938,10,ROCK,1:03,2667.3,119.3155894,1020,1.767030096,-7.888527215, 1:1000,1.767030096,-7.888527215,7.944626631,1000,98.60659019,0,0.5,12.75
1939,10,ROCK,1:03,2667.3,119.3155894,1020,1.269066816,-7.888527215, 1:1000,1.269066816,-7.888527215,11.02199189,1000,98.60659019,0,0.5,3.63
1940,10,ROCK,1:03,2667.3,119.3155894,1020,1.608273486,-7.888527215, 1:1000,1.608273486,-7.888527215,11.02199189,1000,98.60659019,0,0.5,10.54
1941,10,ROCK,1:03,2667.3,119.3155894,1020,1.444586546,-7.888527215, 1:1000,1.444586546,-7.888527215,11.02199189,1000,98.60659019,0,0.5,4.95
1942,10,ROCK,1:03,2667.3,119.3155894,1020,1.116226601,-7.888527215, 1:1000,1.116226601,-7.888527215,11.02199189,1000,98.60659019,0,0.5,1.93
1943,10,ROCK,1:03,2667.3,119.3155894,1020,1.73251779,-7.888527215, 1:1000,1.73251779,-7.888527215,11.02199189,1000,98.60659019,0,0.5,15.76
1944,10,ROCK,1:03,2667.3,119.3155894,1020,1.498820171,-7.888527215, 1:1000,1.498820171,-7.888527215,4.584646198,1000,98.60659019,0,0.5,2.37
1945,10,ROCK,1:03,2667.3,119.3155894,1020,1.668423506,-7.888527215, 1:1000,1.668423506,-7.888527215,4.553244512,1000,98.60659019,0,0.5,3.02
1946,10,ROCK,1:03,2667.3,119.3155894,1020,1.261178288,-7.888527215, 1:1000,1.261178288,-7.888527215,4.521842826,1000,98.60659019,0,0.5,1.19
1947,10,ROCK,1:03,2667.3,119.3155894,1020,1.447544744,-7.888527215, 1:1000,1.447544744,-7.888527215,6.468747376,1000,98.60659019,0,0.5,3.39
1948,10,ROCK,1:03,2667.3,119.3155894,1020,1.753225174,-7.888527215, 1:1000,1.753225174,-7.888527215,6.405944003,1000,98.60659019,0,0.5,9.37
1949,10,ROCK,1:03,2667.3,119.3155894,1020,1.597426761,-7.888527215, 1:1000,1.597426761,-7.888527215,6.405944003,1000,98.60659019,0,0.5,7.01
1950,10,ROCK,1:03,2667.3,119.3155894,1020,1.286816002,-7.888527215, 1:1000,1.286816002,-7.888527215,6.468747376,1000,98.60659019,0,0.5,2.47
1951,10,ROCK,1:03,2667.3,119.3155894,1020,1.047201988,-7.888527215, 1:1000,1.047201988,-7.888527215,6.405944003,1000,98.60659019,0,0.5,1.47
1952,10,ROCK,1:03,2667.3,119.3155894,1020,1.830138314,-7.888527215, 1:1000,1.830138314,-7.888527215,6.405944003,1000,98.60659019,0,0.5,12.19
1953,10,ROCK,1:02,2667.3,119.3155894,1020,0.884501114,-7.888527215, 1:1000,0.884501114,-7.888527215,6.123328827,1000,98.60659019,0,0.5,1.36
1954,10,ROCK,1:02,2667.3,119.3155894,1020,1.013675747,-7.888527215, 1:1000,1.013675747,-7.888527215,6.09192714,1000,98.60659019,0,0.5,3.83
1955,10,ROCK,1:02,2667.3,119.3155894,1020,1.135947919,-7.888527215, 1:1000,1.135947919,-7.888527215,6.09192714,1000,98.60659019,0,0.5,5.32
1956,10,ROCK,1:02,2667.3,119.3155894,1020,1.36175701,-7.888527215, 1:1000,1.36175701,-7.888527215,6.123328827,1000,98.60659019,0,0.5,9.27
1957,10,ROCK,1:02,2667.3,119.3155894,1020,1.286816002,-7.888527215, 1:1000,1.286816002,-7.888527215,6.123328827,1000,98.60659019,0,0.5,7.36
1958,10,ROCK,1:02,2667.3,119.3155894,1020,1.111296271,-7.888527215, 1:1000,1.111296271,-7.888527215,7.913224945,1000,98.60659019,0,0.5,3.73
1959,10,ROCK,1:02,2667.3,119.3155894,1020,0.892389641,-7.888527215, 1:1000,0.892389641,-7.888527215,7.850421573,1000,98.60659019,0,0.5,0.99
1960,10,ROCK,1:02,2667.3,119.3155894,1020,1.232582377,-7.888527215, 1:1000,1.232582377,-7.888527215,7.944626631,1000,98.60659019,0,0.5,6.59
1961,10,ROCK,1:02,2667.3,119.3155894,1020,1.023536406,-7.888527215, 1:1000,1.023536406,-7.888527215,7.913224945,1000,98.60659019,0,0.5,2.55
1962,10,ROCK,1:02,2667.3,119.3155894,1020,1.308509452,-7.888527215, 1:1000,1.308509452,-7.888527215,7.693413141,1000,98.60659019,0,0.5,9.98
1963,10,ROCK,1:02,2667.3,119.3155894,1020,1.011703615,-7.888527215, 1:1000,1.011703615,-7.888527215,10.92778683,1000,98.60659019,0,0.5,0.83
1964,10,ROCK,1:02,2667.3,119.3155894,1020,1.149752842,-7.888527215, 1:1000,1.149752842,-7.888527215,11.02199189,1000,98.60659019,0,0.5,1.67
1965,10,ROCK,1:02,2667.3,119.3155894,1020,1.305551254,-7.888527215, 1:1000,1.305551254,-7.888527215,11.02199189,1000,98.60659019,0,0.5,1.85
1966,10,ROCK,1:02,2667.3,119.3155894,1020,1.574747245,-7.888527215, 1:1000,1.574747245,-7.888527215,10.92778683,1000,98.60659019,0,0.5,10.9
1967,10,ROCK,1:02,2667.3,119.3155894,1020,1.459377535,-7.888527215, 1:1000,1.459377535,-7.888527215,10.92778683,1000,98.60659019,0,0.5,5.9
1968,10,ROCK,1:02,2667.3,119.3155894,1020,1.12608726,-7.888527215, 1:1000,1.12608726,-7.888527215,4.364834394,1000,98.60659019,0,0.5,3.2
1969,10,ROCK,1:02,2667.3,119.3155894,1020,1.34499389,-7.888527215, 1:1000,1.34499389,-7.888527215,4.396236081,1000,98.60659019,0,0.5,4.44
1970,10,ROCK,1:02,2667.3,119.3155894,1020,1.567844784,-7.888527215, 1:1000,1.567844784,-7.888527215,4.584646198,1000,98.60659019,0,0.5,8.46
1971,10,ROCK,1:02,2667.3,119.3155894,1020,0.896333905,-7.888527215, 1:1000,0.896333905,-7.888527215,4.459039453,1000,98.60659019,0,0.5,1
1972,10,ROCK,1:02,2667.3,119.3155894,1020,1.218777455,-7.888527215, 1:1000,1.218777455,-7.888527215,4.427637767,1000,98.60659019,0,0.5,2.01
1973,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.115240535,-7.888527215, 1:1000,1.115240535,-7.888527215,8.03883169,1000,98.60659019,0,0.5,10.42
1974,10,ROCK,01:01.5,2667.3,119.3155894,1020,0.849002741,-7.888527215, 1:1000,0.849002741,-7.888527215,7.944626631,1000,98.60659019,0,0.5,2.39
1975,10,ROCK,01:01.5,2667.3,119.3155894,1020,0.948595398,-7.888527215, 1:1000,0.948595398,-7.888527215,7.850421573,1000,98.60659019,0,0.5,1.33
1976,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.033397065,-7.888527215, 1:1000,1.033397065,-7.888527215,8.03883169,1000,98.60659019,0,0.5,3.09
1977,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.191167609,-7.888527215, 1:1000,1.191167609,-7.888527215,7.944626631,1000,98.60659019,0,0.5,6.02
1978,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.137920051,-7.888527215, 1:1000,1.137920051,-7.888527215,6.217533885,1000,98.60659019,0,0.5,8.18
1979,10,ROCK,01:01.5,2667.3,119.3155894,1020,0.831253555,-7.888527215, 1:1000,0.831253555,-7.888527215,6.154730513,1000,98.60659019,0,0.5,1.27
1980,10,ROCK,01:01.5,2667.3,119.3155894,1020,0.996912627,-7.888527215, 1:1000,0.996912627,-7.888527215,6.154730513,1000,98.60659019,0,0.5,3.08
1981,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.222721718,-7.888527215, 1:1000,1.222721718,-7.888527215,6.154730513,1000,98.60659019,0,0.5,13.74
1982,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.298648793,-7.888527215, 1:1000,1.298648793,-7.888527215,8.03883169,1000,98.60659019,0,0.5,13.04
1983,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.068895438,-7.888527215, 1:1000,1.068895438,-7.888527215,4.490441139,1000,98.60659019,0,0.5,5.15
1984,10,ROCK,01:01.5,2667.3,119.3155894,1020,0.892389641,-7.888527215, 1:1000,0.892389641,-7.888527215,4.490441139,1000,98.60659019,0,0.5,2.19
1985,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.212861059,-7.888527215, 1:1000,1.212861059,-7.888527215,4.459039453,1000,98.60659019,0,0.5,6.79
1986,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.36668734,-7.888527215, 1:1000,1.36668734,-7.888527215,4.490441139,1000,98.60659019,0,0.5,12.19
1987,10,ROCK,01:01.5,2667.3,119.3155894,1020,0.990010165,-7.888527215, 1:1000,0.990010165,-7.888527215,4.490441139,1000,98.60659019,0,0.5,2.24
1988,10,ROCK,01:01.5,2667.3,119.3155894,1020,0.908166696,-7.888527215, 1:1000,0.908166696,-7.888527215,6.217533885,1000,98.60659019,0,0.5,1.61
1989,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.035369197,-7.888527215, 1:1000,1.035369197,-7.888527215,10.83358177,1000,98.60659019,0,0.5,1.42
1990,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.2030004,-7.888527215, 1:1000,1.2030004,-7.888527215,11.02199189,1000,98.60659019,0,0.5,1.84
1991,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.367673406,-7.888527215, 1:1000,1.367673406,-7.888527215,11.02199189,1000,98.60659019,0,0.5,5.94
1992,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.486001314,-7.888527215, 1:1000,1.486001314,-7.888527215,11.02199189,1000,98.60659019,0,0.5,25.08
1993,10,ROCK,01:01.5,2667.3,119.3155894,1020,1.283857804,-7.888527215, 1:1000,1.283857804,-7.888527215,11.02199189,1000,98.60659019,0,0.5,4.32
1994,10,ROCK,1:02,2667.3,119.3155894,1020,1.034383131,-7.888527215, 1:1000,1.034383131,-7.888527215,8.164438435,1000,98.60659019,0,0.6,1.57
1995,10,ROCK,1:02,2667.3,119.3155894,1020,1.364715208,-7.888527215, 1:1000,1.364715208,-7.888527215,8.164438435,1000,98.60659019,0,0.6,4.83
1996,10,ROCK,1:02,2667.3,119.3155894,1020,1.691103022,-7.888527215, 1:1000,1.691103022,-7.888527215,8.258643494,1000,98.60659019,0,0.6,17.68
1997,10,ROCK,1:02,2667.3,119.3155894,1020,1.510652962,-7.888527215, 1:1000,1.510652962,-7.888527215,8.164438435,1000,98.60659019,0,0.6,10.02
1998,10,ROCK,1:02,2667.3,119.3155894,1020,1.327244704,-7.888527215, 1:1000,1.327244704,-7.888527215,6.280337258,1000,98.60659019,0,0.6,4.84
1999,10,ROCK,1:02,2667.3,119.3155894,1020,1.779848953,-7.888527215, 1:1000,1.779848953,-7.888527215,6.217533885,1000,98.60659019,0,0.6,16.48
2000,10,ROCK,1:02,2667.3,119.3155894,1020,1.560942323,-7.888527215, 1:1000,1.560942323,-7.888527215,6.280337258,1000,98.60659019,0,0.6,11.45
2001,10,ROCK,1:02,2667.3,119.3155894,1020,1.038327395,-7.888527215, 1:1000,1.038327395,-7.888527215,6.280337258,1000,98.60659019,0,0.6,2.6
2002,10,ROCK,1:02,2667.3,119.3155894,1020,1.400213581,-7.888527215, 1:1000,1.400213581,-7.888527215,4.396236081,1000,98.60659019,0,0.6,3
2003,10,ROCK,1:02,2667.3,119.3155894,1020,1.673353835,-7.888527215, 1:1000,1.673353835,-7.888527215,4.616047885,1000,98.60659019,0,0.6,5.96
2004,10,ROCK,1:02,2667.3,119.3155894,1020,0.994940495,-7.888527215, 1:1000,0.994940495,-7.888527215,4.553244512,1000,98.60659019,0,0.6,1.13
2005,10,ROCK,1:02,2667.3,119.3155894,1020,1.855776027,-7.888527215, 1:1000,1.855776027,-7.888527215,4.616047885,1000,98.60659019,0,0.6,10.64
2006,10,ROCK,1:02,2667.3,119.3155894,1020,1.365701274,-7.888527215, 1:1000,1.365701274,-7.888527215,11.43021381,1000,98.60659019,0,0.6,2.07
2007,10,ROCK,1:02,2667.3,119.3155894,1020,1.5905243,-7.888527215, 1:1000,1.5905243,-7.888527215,11.61862393,1000,98.60659019,0,0.6,6.07
2008,10,ROCK,1:02,2667.3,119.3155894,1020,1.737448119,-7.888527215, 1:1000,1.737448119,-7.888527215,11.43021381,1000,98.60659019,0,0.6,10.8
2009,10,ROCK,1:02,2667.3,119.3155894,1020,1.095519217,-7.888527215, 1:1000,1.095519217,-7.888527215,11.21040201,1000,98.60659019,0,0.6,1.09
2010,10,ROCK,1:03,2682.6,120,1020,0.924929816,-7.888527215, 1:1000,0.924929816,-7.888527215,7.065379415,1000,98.60659019,0,0.1,8.6
2011,10,ROCK,1:03,2682.6,120,1020,0.612346925,-7.888527215, 1:1000,0.612346925,-7.888527215,7.065379415,1000,98.60659019,0,0.1,0.86
2012,10,ROCK,1:03,2682.6,120,1020,0.78195026,-7.888527215, 1:1000,0.78195026,-7.888527215,7.033977729,1000,98.60659019,0,0.1,4.7
2013,10,ROCK,1:03,2682.6,120,1020,1.092561019,-7.888527215, 1:1000,1.092561019,-7.888527215,7.033977729,1000,98.60659019,0,0.1,9.69
2014,10,ROCK,1:03,2682.6,120,1020,0.679399406,-7.888527215, 1:1000,0.679399406,-7.888527215,7.065379415,1000,98.60659019,0,0.1,3.4
2015,10,ROCK,1:03,2682.6,120,1020,0.82533716,-7.888527215, 1:1000,0.82533716,-7.888527215,5.620901846,1000,98.60659019,0,0.1,2.75
2016,10,ROCK,1:03,2682.6,120,1020,1.176376621,-7.888527215, 1:1000,1.176376621,-7.888527215,5.620901846,1000,98.60659019,0,0.1,6.77
2017,10,ROCK,1:03,2682.6,120,1020,0.991982297,-7.888527215, 1:1000,0.991982297,-7.888527215,5.620901846,1000,98.60659019,0,0.1,2.72
2018,10,ROCK,1:03,2682.6,120,1020,1.078756097,-7.888527215, 1:1000,1.078756097,-7.888527215,5.620901846,1000,98.60659019,0,0.1,7.21
2019,10,ROCK,1:03,2682.6,120,1020,1.335133231,-7.888527215, 1:1000,1.335133231,-7.888527215,5.652303532,1000,98.60659019,0,0.1,13.02
2020,10,ROCK,1:03,2682.6,120,1020,1.313439781,-7.888527215, 1:1000,1.313439781,-7.888527215,8.541258671,1000,98.60659019,0,0.1,18.32
2021,10,ROCK,1:03,2682.6,120,1020,0.895347839,-7.888527215, 1:1000,0.895347839,-7.888527215,8.164438435,1000,98.60659019,0,0.1,2.25
2022,10,ROCK,1:03,2682.6,120,1020,1.050160185,-7.888527215, 1:1000,1.050160185,-7.888527215,7.756216514,1000,98.60659019,0,0.1,6.33
2023,10,ROCK,1:03,2682.6,120,1020,1.203986466,-7.888527215, 1:1000,1.203986466,-7.888527215,8.384250239,1000,98.60659019,0,0.1,10.73
2024,10,ROCK,1:03,2682.6,120,1020,0.725744504,-7.888527215, 1:1000,0.725744504,-7.888527215,7.756216514,1000,98.60659019,0,0.1,1.21
2025,10,ROCK,1:03,2682.6,120,1020,0.835197819,-7.888527215, 1:1000,0.835197819,-7.888527215,13.34571667,1000,98.60659019,0,0.1,4.93
2026,10,ROCK,1:03,2682.6,120,1020,0.62319365,-7.888527215, 1:1000,0.62319365,-7.888527215,13.34571667,1000,98.60659019,0,0.1,1.88
2027,10,ROCK,1:03,2682.6,120,1020,1.041285592,-7.888527215, 1:1000,1.041285592,-7.888527215,13.34571667,1000,98.60659019,0,0.1,13.77
2028,10,ROCK,1:03,2682.6,120,1020,0.734619097,-7.888527215, 1:1000,0.734619097,-7.888527215,13.34571667,1000,98.60659019,0,0.1,1.8
2029,10,ROCK,1:03,2682.6,120,1020,0.941692936,-7.888527215, 1:1000,0.941692936,-7.888527215,13.34571667,1000,98.60659019,0,0.1,12.07
2030,10,ROCK,1:03,2682.6,120,1020,0.873654389,-7.888527215, 1:1000,0.873654389,-7.888527215,9.420505887,1000,98.60659019,0,0.1,6.83
